#Step       Time (ps)  Kinetic (Eh)    Potential (Eh)        Total (Eh)     Temp. (K)    Restraint (Eh)
 3295          0.3295    0.11040334      -15.64842784      -15.53802450        273.43        0.00000000
 3296          0.3296    0.13171795      -15.64860185      -15.51688390        326.22        0.00000000
 3297          0.3297    0.10596863      -15.64849983      -15.54253120        262.45        0.00000000
 3298          0.3298    0.12352046      -15.64832478      -15.52480432        305.92        0.00000000
 3299          0.3299    0.13120518      -15.64821661      -15.51701143        324.95        0.00000000
 3300          0.3300    0.11151331      -15.64819506      -15.53668175        276.18        0.00000000
 3301          0.3301    0.11099745      -15.64832041      -15.53732296        274.90        0.00000000
 3302          0.3302    0.11359987      -15.64839291      -15.53479303        281.35        0.00000000
 3303          0.3303    0.11900673      -15.64878008      -15.52977335        294.74        0.00000000
 3304          0.3304    0.12619485      -15.64904159      -15.52284673        312.54        0.00000000
 3305          0.3305    0.11119179      -15.64922090      -15.53802911        275.39        0.00000000
 3306          0.3306    0.12316859      -15.64881933      -15.52565074        305.05        0.00000000
 3307          0.3307    0.10927838      -15.64866806      -15.53938968        270.65        0.00000000
 3308          0.3308    0.14993144      -15.64802094      -15.49808950        371.33        0.00000000
 3309          0.3309    0.11709923      -15.64845846      -15.53135923        290.02        0.00000000
 3310          0.3310    0.12523482      -15.64886134      -15.52362652        310.16        0.00000000
 3311          0.3311    0.12066711      -15.64961899      -15.52895188        298.85        0.00000000
 3312          0.3312    0.11766077      -15.65065453      -15.53299376        291.41        0.00000000
 3313          0.3313    0.12251533      -15.65056855      -15.52805322        303.43        0.00000000
 3314          0.3314    0.12717170      -15.65055950      -15.52338780        314.96        0.00000000
 3315          0.3315    0.09689602      -15.65084727      -15.55395124        239.98        0.00000000
 3316          0.3316    0.11501000      -15.65039225      -15.53538225        284.84        0.00000000
 3317          0.3317    0.11587475      -15.65074848      -15.53487373        286.98        0.00000000
 3318          0.3318    0.11303406      -15.65021472      -15.53718066        279.95        0.00000000
 3319          0.3319    0.11626330      -15.64988433      -15.53362103        287.95        0.00000000
 3320          0.3320    0.12696781      -15.65007152      -15.52310371        314.46        0.00000000
 3321          0.3321    0.14432685      -15.65050724      -15.50618040        357.45        0.00000000
 3322          0.3322    0.12021086      -15.65059087      -15.53038001        297.72        0.00000000
 3323          0.3323    0.11267086      -15.65065996      -15.53798910        279.05        0.00000000
 3324          0.3324    0.13402858      -15.64988289      -15.51585431        331.94        0.00000000
 3325          0.3325    0.11652273      -15.65028235      -15.53375962        288.59        0.00000000
 3326          0.3326    0.11994992      -15.64998350      -15.53003358        297.08        0.00000000
 3327          0.3327    0.12129458      -15.64975104      -15.52845645        300.41        0.00000000
 3328          0.3328    0.12131292      -15.64965387      -15.52834094        300.45        0.00000000
 3329          0.3329    0.10635605      -15.64944834      -15.54309229        263.41        0.00000000
 3330          0.3330    0.13138016      -15.64931157      -15.51793140        325.38        0.00000000
 3331          0.3331    0.11081681      -15.64916368      -15.53834687        274.46        0.00000000
 3332          0.3332    0.12132295      -15.64882852      -15.52750557        300.48        0.00000000
 3333          0.3333    0.13348817      -15.64855249      -15.51506433        330.61        0.00000000
 3334          0.3334    0.12526332      -15.64783357      -15.52257025        310.24        0.00000000
 3335          0.3335    0.13167527      -15.64782604      -15.51615076        326.12        0.00000000
 3336          0.3336    0.11314388      -15.64826461      -15.53512073        280.22        0.00000000
 3337          0.3337    0.11585008      -15.64793854      -15.53208846        286.92        0.00000000
 3338          0.3338    0.10582765      -15.64771631      -15.54188866        262.10        0.00000000
 3339          0.3339    0.12056710      -15.64793008      -15.52736298        298.60        0.00000000
 3340          0.3340    0.11560166      -15.64728553      -15.53168387        286.31        0.00000000
 3341          0.3341    0.12014032      -15.64737204      -15.52723172        297.55        0.00000000
 3342          0.3342    0.11680941      -15.64739783      -15.53058842        289.30        0.00000000
 3343          0.3343    0.12355202      -15.64753502      -15.52398300        306.00        0.00000000
 3344          0.3344    0.11441263      -15.64857579      -15.53416316        283.36        0.00000000
 3345          0.3345    0.12501407      -15.64832555      -15.52331148        309.62        0.00000000
 3346          0.3346    0.12836978      -15.64857018      -15.52020040        317.93        0.00000000
 3347          0.3347    0.11651073      -15.64847599      -15.53196526        288.56        0.00000000
 3348          0.3348    0.12039041      -15.64889625      -15.52850584        298.17        0.00000000
 3349          0.3349    0.12175351      -15.64953618      -15.52778267        301.54        0.00000000
 3350          0.3350    0.14745110      -15.64989531      -15.50244421        365.19        0.00000000
 3351          0.3351    0.14001533      -15.65039297      -15.51037764        346.77        0.00000000
 3352          0.3352    0.12262956      -15.65017425      -15.52754470        303.71        0.00000000
 3353          0.3353    0.12398694      -15.65010214      -15.52611520        307.07        0.00000000
 3354          0.3354    0.12041368      -15.64974993      -15.52933625        298.22        0.00000000
 3355          0.3355    0.11870130      -15.65010514      -15.53140384        293.98        0.00000000
 3356          0.3356    0.12901079      -15.64946865      -15.52045786        319.52        0.00000000
 3357          0.3357    0.13363609      -15.64920269      -15.51556660        330.97        0.00000000
 3358          0.3358    0.12365846      -15.64900081      -15.52534235        306.26        0.00000000
 3359          0.3359    0.12284614      -15.64926495      -15.52641881        304.25        0.00000000
 3360          0.3360    0.11320959      -15.64966801      -15.53645842        280.38        0.00000000
 3361          0.3361    0.10921356      -15.64965362      -15.54044006        270.49        0.00000000
 3362          0.3362    0.11845752      -15.64861087      -15.53015335        293.38        0.00000000
 3363          0.3363    0.10392150      -15.64815796      -15.54423647        257.38        0.00000000
 3364          0.3364    0.12335805      -15.64810840      -15.52475036        305.52        0.00000000
 3365          0.3365    0.11025993      -15.64757518      -15.53731525        273.08        0.00000000
 3366          0.3366    0.12590856      -15.64758528      -15.52167672        311.83        0.00000000
 3367          0.3367    0.13865771      -15.64730933      -15.50865161        343.41        0.00000000
 3368          0.3368    0.10729259      -15.64812133      -15.54082874        265.73        0.00000000
 3369          0.3369    0.11338544      -15.64768514      -15.53429970        280.82        0.00000000
 3370          0.3370    0.12076157      -15.64734041      -15.52657883        299.09        0.00000000
